Marca,Modelo,Versión
FORD,TRANSIT,VAN CORTO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,VAN LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,VAN LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN
FORD,TRANSIT,VAN LARGO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
GMC,ACADIA,5PTS 3.6L 6CIL 286HP AUT
GMC,ACADIA,5PTS 3.6L 6CIL 288HP AUT
GMC,ACADIA,AWD 5PTS 3.6L 6CIL 286HP AUT
GMC,ACADIA,AWD 5PTS 3.6L 6CIL 288HP AUT
GMC,ACADIA,DENALI AWD 5PTAS 3.6L 6CIL 310HP AUT
GMC,ACADIA,DENALI AWD 5PTS 3.6L 6CIL 288HP AUT
GMC,ACADIA,SLT AWD 5PTAS 3.6L 6CIL 310HP AUT
GMC,ACADIA,SLT1 FWD 5PTS 3.6L 6CIL 288HP AUT
GMC,ACADIA,SLT2 AWD 5PTS 3.6L 6CIL 288HP AUT
GMC,TERRAIN,DENALI 5PTS 3.6L 6CIL 301HP AUT
GMC,TERRAIN,DENALI FWD 5PTAS 3.6L 6CIL 301HP AUT
GMC,TERRAIN,FWD 5PTS 3.0L 6CIL 264HP AUT
GMC,TERRAIN,FWD 5PTS 3.6L 6CIL 301HP AUT
GMC,TERRAIN,SLT 5PTS 3.6L 6CIL 301HP AUT
GMC,TERRAIN,SLT FWD 5PTAS 3.6L 6CIL 301HP AUT
GMC,YUKON,4WD 5PTS 6.2L 8CIL 420HP AUT
GMC,YUKON,DENALI 5PTAS 6.2L 8CIL 425HPAUT
GMC,YUKON,DENALI AWD 5PTS 6.2L 8CIL 403HP AUT
GMC,YUKON,DENALI AWD 5PTS 6.2L 8CIL 420HP AUT
GML,GF-70,5PTS 1.3L 4CIL 87HP MAN
GML,GF-8,5PTS 1.0L 4CIL 60HP MAN
HONDA,ACCORD,COUPE 2PTS 3.5L 6CIL 271HP AUT
HONDA,ACCORD,CROSSTOUR 4WD 5PTS 3.5L 6CIL 271HP AUT
HONDA,ACCORD,EX COUPE 2PTS 3.5L 6CIL 271HP AUT
HONDA,ACCORD,EX L SEDAN 4PTS 2.4L 4CIL 191HP AUT
HONDA,ACCORD,EX L SEDAN 4PTS 3.5L 6CIL 271HP AUT
HONDA,ACCORD,EX SEDAN 4PTS 2.4L 4CIL 191HP AUT
HONDA,ACCORD,EX SEDAN 4PTS 3.5L 6CIL 271HP AUT
HONDA,ACCORD,EXL SEDAN 2PTAS 3.5L 6CIL 278HP AUT
HONDA,ACCORD,EXL SEDAN 4PTAS 2.4L 4CIL 185HP AUT CVT
HONDA,ACCORD,EXL SEDAN 4PTS 2.4L 4CIL 185HP CVT
HONDA,ACCORD,EXL SEDAN 4PTS 3.5L 6CIL 278HP AUT
HONDA,ACCORD,EXL V6 SEDAN 2PTS 3.5L 6CIL 278HP AUT
HONDA,ACCORD,EXLCOUPE 2PTS 3.5L 6CIL 278HP AUT
HONDA,ACCORD,LX SEDAN 4PTAS 2.4L 4CIL 185HP CVT
HONDA,ACCORD,LX SEDAN 4PTS 2.4L 4CIL 178HP AUT
HONDA,ACCORD,LX SEDAN 4PTS 2.4L 4CIL 185HP CVT
HONDA,ACCORD,LX SEDAN 4PTS 3.5L 6CIL 271HP AUT
HONDA,ACCORD,SPORT 4PTAS 2.4L 4CIL 189HP CVT
HONDA,ACCORD,SPORT 4PTS 2.4L 4CIL 189HP CVT
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP AUT CVT
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP MAN
HONDA,CITY,DX 4PTS 1.5L 4CIL 118HP CVT
HONDA,CITY,DX 4PTS 1.5L 4CIL 118HP MAN
HONDA,CITY,EX 4PTAS 1.5L 4CIL 118HP AUT CVT
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP CVT
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP MAN
HONDA,CITY,EXL 4PTAS 1.5L 4CIL 118HP AUT CVT
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP AUT CVT
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP MAN
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP CVT
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP AUT
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP MAN
HONDA,CIVIC,COUPE EX-T 2PTS 1.5L 4CIL 174HP CVT TURBO
HONDA,CIVIC,COUPE LX 2PTS 1.8L 4CIL 140HP MAN
HONDA,CIVIC,COUPE Si 2PTS 2.0L 4CIL 197HP MAN
HONDA,CIVIC,COUPE Si 2PTS 2.4L 4CIL 202HP MAN
HONDA,CIVIC,EX COUPE 2PTAS 1.5L 4CIL 174HP TURBO CVT
HONDA,CIVIC,EX SEDAN 4PTAS 2.0L 4CIL 158HP CVT
HONDA,CIVIC,EX SEDAN 4PTAS 2.0L 4CIL 158HP MAN
HONDA,CIVIC,HÍBRIDO 4PTS 1.5L 4CIL 90HP CVT
HONDA,CIVIC,SEDAN 4PTAS 1.5L 4CIL 174HP CVT
HONDA,CIVIC,SEDAN 4PTAS 1.5L 4CIL 174HP MAN
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP AUT
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP MAN
HONDA,CIVIC,SEDAN EXL 4PTS 1.8L 4CIL 140HP AUT
HONDA,CIVIC,SEDAN EX-T 5PTS 1.5L 4CIL 174HP CVT TURBO
HONDA,CIVIC,SEDAN EX-TL 5PTS 1.5L 4CIL 174HP CVT TURBO
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP AUT
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP MAN
HONDA,CIVIC,SEDAN LX 5PTS 2.0L 4CIL 158HP CVT
HONDA,CIVIC,SEDAN LX 5PTS 2.0L 4CIL 158HP MAN
HONDA,CIVIC,SEDAN Si 4PTS 2.0L 4CIL 197HP MAN
HONDA,CIVIC,SEDAN Si 4PTS 2.4L 4CIL 202HP MAN
HONDA,CIVIC HIBRIDO,4PTS 1.3L 4CIL 110HP CVT
HONDA,CROSSTOUR,2WD 5PTS 3.5L 6CIL 278HP AUT
HONDA,CROSSTOUR,4WD 5PTS 3.5L 6CIL 271HP AUT
HONDA,CR-V,2WD 5PTAS 2.4L 4CIL 188HP CVT
HONDA,CR-V,EX 2WD 5PTAS 2.4L 4CIL 184HP CVT
HONDA,CR-V,EX 2WD 5PTS 2.4L 4CIL 177HP AUT
HONDA,CR-V,EX 4WD 5PTS 2.4L 4CIL 175HP AUT
HONDA,CR-V,EX 5PTS 2.4L 4CIL 175HP AUT
HONDA,CR-V,EXi STYLE 2WD 5PTS 2.4L 4CIL 185HP CVT
HONDA,CR-V,EXL 2WD 5PTAS 2.4L 4CIL 188HP CVT
HONDA,CR-V,EX-L 2WD 5PTS 2.4L 4CIL 177HP AUT
HONDA,CR-V,EX-L 2WD 5PTS 2.4L 4CIL 185HP CVT
HONDA,CR-V,EXL 4WD 5PTAS 2.4L 4CIL 188HP CVT
HONDA,CR-V,EX-L 4WD 5PTS 2.4L 4CIL 175HP AUT
HONDA,CR-V,EX-L 4WD 5PTS 2.4L 4CIL 177HP AUT
HONDA,CR-V,EX-L 4WD 5PTS 2.4L 4CIL 185HP CVT
HONDA,CR-V,EX-L 5PTS 2.4L 4CIL 175HP AUT
HONDA,CR-V,LX 2WD 5PTAS 2.4L 4CIL 188HP CVT
HONDA,CR-V,LX 2WD 5PTS 2.4L 4CIL 177HP AUT
HONDA,CR-V,LX 2WD 5PTS 2.4L 4CIL 185HP CVT
HONDA,CR-V,LX 5PTS 2.4L 4CIL 175HP AUT
HONDA,CR-V,TOURING 2WD 5PTAS 2.4L 4CIL 188HP TURBO CVT
HONDA,CR-Z,COUPE HIBRIDO 3PTS 1.5L 4CIL 117HP CVT
HONDA,FIT,COOL 5PTAS 1.5L 4CIL 130HP MAN
HONDA,FIT,COOL 5PTS 1.5L 4CIL 130HP MAN
HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP AUT
HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP MAN
HONDA,FIT,FUN 5PTAS 1.5L 4CIL 130HP CVT
HONDA,FIT,FUN 5PTAS 1.5L 4CIL 130HP MAN
HONDA,FIT,FUN 5PTS 1.5L 4CIL 130HP CVT
HONDA,FIT,FUN 5PTS 1.5L 4CIL 130HP MAN
HONDA,FIT,HIT 5PTAS 1.5L 4CIL 130HP CVT
HONDA,FIT,HIT 5PTS 1.5L 4CIL 130HP CVT
HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP AUT
HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP MAN
HONDA,HR-V,5PTAS 1.8L 4CIL 141HP MAN
HONDA,HR-V,EPIC 5PTAS 1.8L 4CIL 141HP CVT
HONDA,HR-V,UNIQ 5PTAS 1.8L 4CIL 141HP CVT
HONDA,ODYSSEY,EX 5PTAS 3.5L 6CIL 250HP AUT
HONDA,ODYSSEY,EX 5PTAS 3.5L 6CIL 280HP AUT
HONDA,ODYSSEY,EX 5PTS 3.5L 6CIL 250HP AUT
HONDA,ODYSSEY,EXL 5PTAS 3.5L 6CIL 250HP AUT
HONDA,ODYSSEY,EXL 5PTAS 3.5L 6CIL 280HP AUT
HONDA,ODYSSEY,EXL 5PTS 3.5L 6CIL 250HP AUT
HONDA,ODYSSEY,LX 5PTAS 3.5L 6CIL 250HP AUT
HONDA,ODYSSEY,LX 5PTAS 3.5L 6CIL 280HP AUT
HONDA,ODYSSEY,LX 5PTS 3.5L 6CIL 250HP AUT
HONDA,ODYSSEY,TOURING 5PTAS 3.5L 6CIL 250HP AUT
HONDA,ODYSSEY,TOURING 5PTAS 3.5L 6CIL 280HP AUT
HONDA,ODYSSEY,TOURING 5PTS 3.5L 6CIL 250HP AUT
HONDA,PILOT,2WD 5PTAS 3.5L 6CIL 280HP AUT
HONDA,PILOT,EX 2WD 5PTS 3.5L 6CIL 253HP AUT
HONDA,PILOT,EX 2WD 5PTS 3.5L 6CIL 280HP AUT
HONDA,PILOT,EX 4WD 5PTS 3.5L 6CIL 253HP AUT
HONDA,PILOT,EXL 4WD 5PTS 3.5L 6CIL 253HP AUT
HONDA,PILOT,LE 2WD 5PTS 3.5L 6CIL 253HP AUT
HONDA,PILOT,TOURING 2WD 5PTS 3.5L 6CIL 253HP AUT
HONDA,PILOT,TOURING 4WD 5PTS 3.5L 6CIL 253HP AUT
HONDA,PILOT,TOURING 4WD 5PTS 3.5L 6CIL 280HP AUT
HONDA,PILOT,TOURING 5PTAS 3.5L 6CIL 280HP AUT
HYUNDAI,CRETA,5PTAS 1.6L 4CIL 121HP AUT
HYUNDAI,CRETA,5PTAS 1.6L 4CIL 121HP MAN
HYUNDAI,CRETA,GS 5PTS 1.6L 5PTS 4CIL 121HP AUT
HYUNDAI,CRETA,GS 5PTS 1.6L 5PTS 4CIL 121HP MAN
HYUNDAI,ELANTRA,4PTAS 2.0L 4CIL 150HP AUT
HYUNDAI,ELANTRA,4PTAS 2.0L 4CIL 150HP MAN
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP AUT
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP MAN
HYUNDAI,ELANTRA,FWD 4PTAS 2.0L 4CIL 150HP AUT
HYUNDAI,GENESIS,RWD 4PTAS 5.0L 8CIL 420HP AUT
HYUNDAI,GENESIS,RWD 4PTS 5.0L 8CIL 420HP AUT
HYUNDAI,GRAND i10,4/5PTS 1.3L 4CIL 87HP AUT
HYUNDAI,GRAND i10,HATCHBACK 5PTAS 1.2L 4CIL 86HP AUT
HYUNDAI,GRAND i10,HATCHBACK 5PTAS 1.2L 4CIL 86HP MAN
HYUNDAI,GRAND i10,SEDAN 4PTAS 1.2L 4CIL 86HP AUT
HYUNDAI,GRAND i10,SEDAN 4PTAS 1.2L 4CIL 86HP MAN
HYUNDAI,GRAND i10,SEDAN 4PTAS 1.3L 4CIL 87HP AUT
HYUNDAI,H350,5PTS 2.5L 4CIL 148HP MAN TURBO DIESEL
HYUNDAI,i10,5PTS 1.3L 4CIL 66HP MAN
HYUNDAI,SANTA FE,5PTAS 2.0L 4CIL 240HP TURBO AUT
HYUNDAI,SANTA FE,5PTS 2.4L 4CIL 190HP AUT
HYUNDAI,SANTA FE,AWD 5PTAS 2.4L 4CIL 190HP AUT
HYUNDAI,SANTA FE,AWD 5PTS 2.4L 4CIL 190HP AUT
HYUNDAI,SANTA FE,FWD 5PTAS 2.4L 4CIL 190HP AUT
HYUNDAI,SANTA FE,FWD 5PTAS 3.3L 6CIL 290HP AUT
HYUNDAI,SONATA,LIMITED 4PTAS 2.4L 4CIL 185HP AUT
HYUNDAI,SONATA,LIMITED 4PTS 2.4L 4CIL 185HP AUT
HYUNDAI,SONATA,PREMIUM 4PTAS 2.4L 4CIL 185HP AUT
HYUNDAI,SONATA,PREMIUM 4PTS 2.4L 4CIL 185HP AUT
HYUNDAI,SONATA,SE 4PTAS 2.4L 4CIL 185HP AUT
HYUNDAI,SONATA,SE 4PTS 2.4L 4CIL 185HP AUT
HYUNDAI,SONATA,SPORT 4PTAS 2.0L 4CIL 245HP AUT TURBO
HYUNDAI,SONATA,SPORT 4PTAS 2.0L 4CIL 245HP TURBO AUT
HYUNDAI,TUCSON,2WD 5PTAS 1.6L 4CIL 175HP TURBO AUT
HYUNDAI,TUCSON,2WD 5PTAS 2.0L 4CIL 155HP AUT
HYUNDAI,TUCSON,2WD 5PTS 2.0L 4CIL 152HP AUT
HYUNDAI,TUCSON,2WD 5PTS 2.0L 4CIL 152HP MAN
HYUNDAI,TUCSON,2WD 5PTS 2.0L 4CIL 155HP AUT
HYUNDAI,TUCSON,4WD 5PTAS 1.6L 4CIL 175HP TURBO AUT
HYUNDAI,TUCSON,4WD 5PTS 2.0L 4CIL 152HP AUT
HYUNDAI,TUCSON,5PTS 2WD 2.0L 4CIL 152HP AUT
HYUNDAI,TUCSON,5PTS 2WD 2.0L 4CIL 152HP MAN
HYUNDAI,TUCSON,5PTS 4WD 2.0L 4CIL 152HP AUT
INFINITI,FX35,4WD 5PTS 3.5L 6CIL 303HP AUT
INFINITI,FX37,4WD 5PTS 3.7L 6CIL 327HP AUT
INFINITI,FX50,4WD 5PTS 5.0L 8CIL 390HP AUT
INFINITI,G25,SEDAN 4PTS 2.5L 6CIL 219HP AUT
INFINITI,G37,COUPE 2PTS 3.7L 6CIL 330HP AUT
INFINITI,G37,COUPE 3PTS 3.7L 6CIL 330HP AUT
INFINITI,G37,SEDAN 4PTS 3.7L 6CIL 327HP AUT
INFINITI,JX35,4X2 5PTS 3.5L 6CIL 265HP CVT
INFINITI,JX35,4X4 5PTS 3.5L 6CIL 265HP CVT
INFINITI,M37,SEDAN 4PTS 3.7L 6CIL 330HP AUT
INFINITI,M56,SEDAN 4PTS 5.6L 8CIL 420HP AUT
INFINITI,Q50,4PTS 3.7L 6CIL 327HP AUT
INFINITI,Q50,HIBRIDO 4PTS 3.5L 6CIL 297(+67)HP AUT
INFINITI,Q50,HIBRIDO 4PTS 3.5L 6CIL 302(+67)HP AUT
INFINITI,Q50,HIBRIDO 4PTS 3.5L 6CIL 302HP AUT
INFINITI,Q60,2PTS 3.7L 6CIL 329HP AUT
INFINITI,Q60,COUPE 2PTS 3.7L 6CIL 329HP AUT
INFINITI,Q70,4PTAS 3.7L 6CIL 330HP AUT
INFINITI,Q70,4PTAS 5.6L 8CIL 420HP AUT
INFINITI,Q70,4PTS 3.7L 6CIL 330HP AUT
INFINITI,Q70,4PTS 5.6L 8CIL 420HP AUT
INFINITI,QX56,4WD 5PTS 5.6L 8CIL 400HP AUT
INFINITI,QX60,4X2 5PTAS 3.5L 6CIL 265HP CVT
INFINITI,QX60,4X2 5PTS 3.5L 6CIL 265HP CVT
INFINITI,QX60,4X4 5PTAS 3.5L 6CIL 265HP CVT
INFINITI,QX60,4X4 5PTS 3.5L 6CIL 265HP CVT
INFINITI,QX60,HIBRIDA 4X4 5PTAS 2.5L 4CIL 172(+58)HP CVT
INFINITI,QX60,HIBRIDA 4X4 5PTS 2.5L 4CIL 172(+58)HP CVT
INFINITI,QX60,HIBRIDO 4X4 5PTS 2.5L 4CIL 172HP CVT
INFINITI,QX70,4X4 70 5PTAS 3.7L 6CIL 324HP AUT
INFINITI,QX70,4X4 70 5PTAS 5.0L 8CIL 390HP AUT
INFINITI,QX70,5PTS 3.7L 6CIL 324HP AUT
INFINITI,QX70,5PTS 3.7L 6CIL 327HP AUT
INFINITI,QX70,5PTS 5.0L 8CIL 390HP AUT
INFINITI,QX80,4X4 5PTAS 5.6L 8CIL 400HP AUT
INFINITI,QX80,5PTS 5.6L 8CIL 400HP AUT
JAGUAR,F-TYPE,CONVERTIBLE 2PTS 3.0L 6CIL 340HP AUT
JAGUAR,F-TYPE,S CONVERTIBLE 2PTS 3.0L 6CIL 380HP AUT
JAGUAR,F-TYPE,S CONVERTIBLE 2PTS 5.0L 8CIL 495HP AUT
JAGUAR,XF,4PTS 2.0L 4CIL 237HP AUT TURBO
JAGUAR,XF,4PTS 3.0L 6CIL 235HP AUT
JAGUAR,XF,4PTS 3.0L 6CIL 270HP AUT DIESEL
JAGUAR,XF,4PTS 3.0L 6CIL 335HP AUT TURBO
JAGUAR,XF,4PTS 5.0L 8CIL 385HP AUT
JAGUAR,XF,LUXURY 4PTS 2.0L 4CIL 240HP AUT TURBO
JAGUAR,XF,PREMIUM LUXURY SUPERCARGADO 4PTS 3.0L 6CIL 340HP AUT
JAGUAR,XF,R 4PTS 5.0L 8CIL 510HP AUT
JAGUAR,XF,S 4PTS 3.0L 6CIL 375HP AUT SUPERCARGADO
JAGUAR,XJ,PORTAFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT
JAGUAR,XJ,PORTFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT
JAGUAR,XJ,PORTFOLIO SWB 4PTS 5.0L 8CIL 470HP AUT SUPERCARGADO
JAGUAR,XJ,PREMIUM LUXURY LWB 4PTS 5.0L 8CIL 380HP AUT
JAGUAR,XJ,PREMIUM LUXURY SWB 4PTS 3.0L 6CIL 340HP AUT SUPERCARGADO
JAGUAR,XJ,SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT
JAGUAR,XJ,SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT SUPERCARGADO
JAGUAR,XKR,SC 2PTS 5.0L 8CIL 510HP AUT
JEEP,CHEROKEE,4X2 5PTAS 2.4L 4CIL 184HP AUT
JEEP,CHEROKEE,4X4 5PTAS 3.2L 6CIL 271HP AUT
JEEP,CHEROKEE,4X4 5PTS 3.2L 6CIL 271HP AUT
JEEP,CHEROKEE,LATITUDE 5PTS 2.4L 4CIL 184HP AUT
JEEP,CHEROKEE,LIMITED 5PTS 2.4L 4CIL 184HP AUT
JEEP,CHEROKEE,SPORT 5PTS 2.4L 4CIL 184HP AUT
JEEP,COMPASS,5PTAS 2.4L 4CIL 172HP AUT
JEEP,COMPASS,5PTAS 2.4L 4CIL 172HP MAN
JEEP,COMPASS,5PTS 2.4L 4CIL 172HP AUT
JEEP,COMPASS,5PTS 2.4L 4CIL 172HP MAN
JEEP,COMPASS,LATITUDE 4X2 5PTAS 2.4L 4CIL 172HP AUT
JEEP,COMPASS,LATITUDE 4X2 5PTS 2.4L 4CIL 172HP AUT
JEEP,COMPASS,LATITUDE 5PTS 2.4L 4CIL 172HP AUT
JEEP,COMPASS,LATITUDE 5PTS 2.4L 4CIL 172HP MAN
JEEP,COMPASS,LIMITED 4X4 5PTS 2.4L 4CIL 172HP AUT
JEEP,COMPASS,LIMITED 5PTS 2.4L 4CIL 172HP AUT
JEEP,GRAND CHEROKEE,4X2 5PTS 3.6L 6CIL 280HP AUT
JEEP,GRAND CHEROKEE,4X2 5PTS 3.6L 6CIL 290HP AUT
JEEP,GRAND CHEROKEE,4X2 5PTS 5.7L 8CIL 360HP AUT
JEEP,GRAND CHEROKEE,LIMITED 4X2 5PTAS 3.6L 6CIL 290HP AUT
JEEP,GRAND CHEROKEE,LIMITED 4X2 5PTS 3.6L 6CIL 290HP AUT
JEEP,GRAND CHEROKEE,LIMITED 4X4 BLINDADA 4X4 5PTS 5.7L 8CIL 360HP AUT
JEEP,GRAND CHEROKEE,LIMITED LUJO 4X2 5PTAS 5.7L 8CIL 360HP AUT
JEEP,GRAND CHEROKEE,OVERLAND 4X2 5PTS 3.6L 6CIL 290HP AUT
JEEP,GRAND CHEROKEE,SRT8 4X4 5PTAS 6.4L 8CIL 470HP AUT
JEEP,GRAND CHEROKEE,SRT-8 4X4 5PTS 6.4L 8CIL 465HP AUT
JEEP,GRAND CHEROKEE,SRT-8 4X4 5PTS 6.4L 8CIL 470HP AUT
JEEP,GRAND CHEROKEE,SUMMIT 4X4 5PTAS 5.7L 8CIL 360HP AUT
JEEP,GRAND CHEROKEE,SUMMIT 4X4 5PTS 5.7L 8CIL 360HP AUT
JEEP,LIBERTY,4x2 5PTS 3.7L 6CIL 210HP AUT
JEEP,PATRIOT,4x2 5PTS 2.4L 4CIL 165HP AUT
JEEP,PATRIOT,4x2 5PTS 2.4L 4CIL 165HP MAN
JEEP,PATRIOT,4X2 5PTS 2.4L 4CIL 172HP AUT
JEEP,PATRIOT,4X2 5PTS 2.4L 4CIL 172HP CVT
JEEP,PATRIOT,4X2 5PTS 2.4L 4CIL 172HP MAN
JEEP,PATRIOT,LATITUDE 4X2 5PTS 2.4L 4CIL 172HP AUT
JEEP,PATRIOT,LIMITED 4X2 5PTS 2.4L 4CIL 172HP AUT
JEEP,PATRIOT,LIMITED 4X4 5PTS 2.4L 4CIL 172HP AUT
JEEP,PATRIOT,SPORT 4X2 5PTAS 2.4L 4CIL 172HP AUT
JEEP,PATRIOT,SPORT 4X2 5PTAS 2.4L 4CIL 172HP MAN
JEEP,PATRIOT,SPORT 4X2 5PTS 2.4L 4CIL 172HP AUT
JEEP,PATRIOT,SPORT 4X2 5PTS 2.4L 4CIL 172HP MAN
JEEP,WRANGLER,4X4 2PTS 3.6L 6CIL 283HP AUT
JEEP,WRANGLER,4X4 2PTS 3.6L 6CIL 283HP MAN
JEEP,WRANGLER,4x4 2PTS 3.8L 6CIL 205HP AUT
JEEP,WRANGLER,4x4 2PTS 3.8L 6CIL 205HP MAN
JEEP,WRANGLER,4X4 3PTS 3.6L 6CIL 283HP AUT
JEEP,WRANGLER,4X4 3PTS 3.6L 6CIL 283HP MAN
JEEP,WRANGLER,4x4 UNLIMITED 4PTS 3.8L 6CIL 205HP AUT
JEEP,WRANGLER,4x4 UNLIMITED 4PTS 3.8L 6CIL 205HP MAN
JEEP,WRANGLER,RUBICON 4X4 2PTS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,RUBICON 4X4 3/5PTAS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,RUBICON 4X4 3PTS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,SAHARA 4X4 2PTS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,SAHARA 4X4 3PTAS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,SAHARA 4X4 3PTS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,SPORT 4X4 2PTS 3.6L 6CIL 285HP MAN
JEEP,WRANGLER,SPORT 4X4 3/5PTAS 3.6L 6CIL 285HP MAN
JEEP,WRANGLER,SPORT 4X4 3PTS 3.6L 6CIL 285HP MAN
JEEP,WRANGLER,UNLIMITED RUBICON 4X4 4PTS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,UNLIMITED RUBICON 4X4 5PTAS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,UNLIMITED RUBICON 4X4 5PTS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,UNLIMITED SAHARA 4X4 4PTS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,UNLIMITED SAHARA 4X4 5PTS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,UNLIMITED SPORT 4X4 4PTS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,UNLIMITED SPORT 4X4 5PTAS 3.6L 6CIL 285HP AUT
JEEP,WRANGLER,UNLIMITED SPORT 4X4 5PTS 3.6L 6CIL 285HP AUT
KIA,FORTE,4PTAS 2.0L 4CIL 150HP AUT
KIA,FORTE,4PTAS 2.0L 4CIL 150HP MAN
KIA,FORTE,4PTAS 2.0L 4CIL 158HP AUT
KIA,FORTE,4PTAS 2.0L 4CIL 158HP MAN
KIA,NIRO,HIBRIDO 5PTAS 1.6L 4CIL (103+43)HP AUT DCT
KIA,OPTIMA,4PTAS 2.0L 4CIL 245HP AUT
KIA,OPTIMA,4PTAS 2.0L 4CIL 245HP AUT TURBO
KIA,OPTIMA,4PTAS 2.0L 4CIL 245HP TURBO AUT
KIA,OPTIMA,4PTAS 2.4L 4CIL 185HP AUT
KIA,RIO,HATCHBACK 5PTAS 1.6L 4CIL 121HP AUT
KIA,RIO,HATCHBACK 5PTAS 1.6L 4CIL 121HP MAN
KIA,RIO,SEDAN 4PTAS 1.6L 4CIL 137HP MAN
KIA,SORENTO,4WD 5PTAS 3.3L 6CIL 290HP AUT
KIA,SORENTO,5PTAS 2.4L 4CIL 185HP AUT
KIA,SORENTO,AWD 5PTAS 3.3L 6CIL 290HP AUT
KIA,SORENTO,FWD 5PTAS 2.4L 4CIL 185HP AUT
KIA,SORENTO,FWD 5PTAS 3.3L 6CIL 290HP AUT
KIA,SOUL,5PTAS 1.6L 4CIL 122HP AUT
KIA,SOUL,5PTAS 1.6L 4CIL 122HP MAN
KIA,SOUL,5PTAS 1.6L 4CIL 201HP TURBO AUT DCT
KIA,SOUL,5PTAS 2.0L 4CIL 152HP AUT
KIA,SPORTAGE,2WD 5PTAS 2.0L 4CIL 153HP AUT
KIA,SPORTAGE,2WD 5PTAS 2.4L 4CIL 181HP AUT
KIA,SPORTAGE,4WD 5PTAS 2.0L 4CIL 153HP AUT
KIA,SPORTAGE,4WD 5PTAS 2.4L 4CIL 181HP AUT
KIA,SPORTAGE,5PTAS 2.0L 4CIL 151HP AUT
KIA,SPORTAGE,5PTAS 2.0L 4CIL 151HP MAN
KIA,SPORTAGE,AWD 5PTAS 1.6L 4CIL 175HP TURBO AUT DCT
LAMBORGHINI,140 GALLARDO,COUPÉ 2PTS 5.2L 10CIL 560HP MAN
LAMBORGHINI,140 GALLARDO,SPYDER 2PTS 5.2L 10CIL 560HP MAN
LAMBORGHINI,AVENTADOR,2PTS 6.5L 12CIL 700HP AUT
LAMBORGHINI,AVENTADOR,COUPE 2PTS 6.5L 12CIL 700HP AUT
LAMBORGHINI,AVENTADOR,ROADSTER 2PTS 6.5L 12CIL 700HP AUT
LAMBORGHINI,AVENTADOR,SV COUPE 2PTS 6.5L 12CIL 700HP AUT
LAMBORGHINI,AVENTADOR,SV ROADSTER 2PTS 6.5L 12CIL 700HP AUT
LAMBORGHINI,GALLARDO,COUPE 2PTS 5.2L 10CIL 560HP MAN
LAMBORGHINI,GALLARDO,COUPE 2WD 2PTS 5.2L 10CIL 550HP MAN
LAMBORGHINI,GALLARDO,SPYDER 2PTS 5.2L 10CIL 560HP MAN
LAMBORGHINI,GALLARDO,SUPERLEGGERA 2PTS 5.2L 10CIL 570HP MAN
