Model,Version,Transmission,Adjustment
2011,COUPE 2PTS 4.8L 8CIL 367HP AUT STRONIC,AUT,6.89
2011,COUPÉ 2PTS 5.2L 10CIL 525HP MAN QUATTRO,MAN,5.19
2011,COUPÉ 2PTS 5.2L 10CIL 560HP MAN,MAN,5.62
2011,COUPÉ 2PTS 5.5L 8CIL 382HP AUT,G TRONIC,7.01
2011,COUPE 2PTS 6.7L 12CIL 453HP AUT,AUT,5.03
2011,COUPE EX 2PTS 1.8L 4CIL 140HP AUT,AUT,11.49
2011,COUPE GT 2PTS 3.8L 6CIL 260HP AUT,S TRONIC,7.56
2011,COUPE LX 2PTS 1.8L 4CIL 140HP MAN,M5,11.84
2011,COUPE Si 2PTS 2.0L 4CIL 197HP MAN,M6,9.29
2011,CROSS OVER 5PTS 1.6L 4CIL 154HP AUT TURBO,AUT,9.76
2011,CROSSTOUR 4WD 5PTS 3.5L 6CIL 271HP AUT,AUT,8.27
2011,CUPRA 5PTS 4CIL 2.0L 240HP MAN TFSI TURBO,MAN,9.5
2011,CUPRA R 5PTS 2.0L 5CIL 265HP MAN TFSI TURBO,MAN,9.5
2011,DENALI AWD 5PTS 6.2L 8CIL 403HP AUT,AUT,5.82
2011,DIESEL 5PTS 3.0L 6CIL 240HP TIP,TIP,10.71
2011,DROPHEAD COUPE 2PTA 6.7L 12CIL 453HP AUT,AUT,5.03
2011,ELX 4PTS 1.8L 4CIL 107HP MAN,M5,10.01
2011,ESV AWD 5PTS 6.2L 8CIL 403HP AUT,AUT,5.82
2011,EWB 4PTS 6.7L 12CIL 453HP AUT,AUT,5.01
2011,EX 4PTS 1.5L 4CIL 118HP AUT,AUT,12.05
2011,EX 4PTS 1.5L 4CIL 118HP MAN,MAN,12.02
2011,EX 4WD 5PTS 2.4L 4CIL 175HP AUT,AUT,8.88
2011,EX 5PTS 1.5L 4CIL 118HP AUT,AUT,12.1
2011,EX 5PTS 1.5L 4CIL 118HP MAN,M5,11.79
2011,EX 5PTS 2.4L 4CIL 175HP AUT,AUT,8.88
2011,EX COUPE 2PTS 3.5L 6CIL 271HP AUT,AUT,9.1
2011,EX SEDAN 4PTS 2.4L 4CIL 191HP AUT,AUT,10.58
2011,EX SEDAN 4PTS 3.5L 6CIL 271HP AUT,AUT,9.21
2011,EX-L 4WD 5PTS 2.4L 4CIL 175HP AUT,AUT,8.88
2011,EXL 4WD 5PTS 3.5L 6CIL 253HP AUT,AUT,6.6
2011,EX-L 5PTS 2.4L 4CIL 175HP AUT,AUT,8.88
2011,EXL 5PTS 3.5L 6CIL 250HP AUT,AUT,7.19
2011,EXT AWD 4PTS 6.2L 8CIL 403HP AUT,AUT,5.82
2011,FLYING SPUR 4PTS 6.0L 12CIL 552HP TIP DOBLE TURBO QUATTRO,TIP,5.36
2011,FLYING SPUR SPEED 4PTS 6.0L 12CIL 600HP TIP DOBLE TURBO,TIP,5.36
2011,FR 5PTS 2.0L 4CIL 211HP DSG TFSI TURBO,DSG,10.25
2011,FR 5PTS 2.0L 4CIL 211HP MAN TFSI TURBO,MAN,10.34
2011,FREETRACK 5PTS 2.0L 4CIL 211HP DSG TFSI TURBO,DSG,10.25
2011,FWD 4PTS 3.6L 6CIL 280HP AUT,AUT,8.53
2011,FWD 4PTS 3.7L 6CIL 273HP AUT,AUT,7.98
2011,FWD 5PTS 3.0L 6CIL 264HP AUT,AUT,8.17
2011,GLS 2PTS 4CIL 115HP MAN,M5,10.79
2011,GLS 2PTS 4CIL 115HP TIP,TIPTRONIC,10.06
2011,GLS 4PTS 2.4L 4CIL 180HP CVT,CVT,10.53
2011,GLS 4PTS 2.4L 4CIL 185HP MAN,MAN,10.53
2011,GP 4PTS 1.8L 4CIL 180HP MAN TURBO,M5,10.92
2011,GP 4PTS 1.8L 4CIL 180HP TIP TURBO,TIP,9.52
2011,GP 4PTS 1.9L 4CIL 100HP MAN TDI,M5,13.7
2011,GP 4PTS 2.0L 4CIL 115HP MAN,M5,11.02
2011,GP 4PTS 2.0L 4CIL 115HP TIP,TIP,10.97
2011,GRAN TURISMO 4PTS 3.0L 6CIL 306HP MAN,MAN,8.61
2011,GRAN TURISMO 4PTS 4.4L 8CIL 407HP MAN,MAN,6.87
2011,GS 4PTS 1.6L 4CIL 105HP AUT,MAN,11.2
2011,GS 4PTS 1.6L 4CIL 105HP MAN,MAN,12.18
2011,GT 2PTS 6.0L 12CIL 552HP TIP DOBLE TURBO QUATTRO,TIP,5.36
2011,GT 2PTS 6.0L 12CIL 600HP TIP DOBLE TURBO,TIP,5.36
2011,GT2 RS 2PTS 3.6L 6CIL 523HP MAN BITURBO,MAN,5.45
2011,GT3 2PTS 3.8L 6CIL 435HP MAN,MAN,5.93
2011,GT3 2PTS 3.8L 6CIL 450HP MAN,MAN,5.93
2011,GTC 2PTS 6.0L 12CIL 552HP TIP DOBLE TURBO QUATTRO,TIP,5.36
2011,GTI 3PTS 2.0L 4CIL 200HP MAN TFSI TURBO,MAN,10.23
2011,GTI 3PTS 2.0L 4CIL 211HP DSG TFSI TURBO,DSG,9.85
2011,GTS 4PTS 2.4L 4CIL 168HP CVT,CVT,7.43
2011,GTS 5PTS 4.8L 8CIL 405HP TIP,TIP,4.71
2011,HATCHBACK 5PTS 1.6L 4CIL 119HP MAN,M5,12.55
2011,HATCHBACK 5PTS 1.8L 4CIL 125HP AUT,AUT,11.2
2011,HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,MAN,11.1
2011,HATCHBACK 5PTS 2.3L 4CIL 263HP MAN,M6,8.29
2011,HATCHBACK 5PTS 2.5L 4CIL 167HP AUT,AUT,10.42
2011,HATCHBACK 5PTS 2.5L 4CIL 167HP MAN,M6,9.71
2011,HSE 4PTS 5.0L 8CIL 375HP AUT,AUT,5.57
2011,HYBRID 4PTS 2.5L 4CIL 156HP CVT,CVT,17.26
2011,IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,MAN,15.43
2011,IKON SEDAN 4PTS 1.6L 4CIL 95HP MAN,M5,10.02
2011,IKON SEDAN 4PTS 1.6L 4CIL 96HP AUT,AUT,9.33
2011,INTERCEPTOR (POLICIA) 4PTS 4.6L 8CIL 220HP AUT,AUT,7.14
2011,L 4X2 5.4L 8CIL 300HP AUT,AUT,4.73
2011,LE 2WD 5PTS 3.5L 6CIL 253HP AUT,AUT,6.6
2011,LIMITED 4PTS 3.6L 6CIL 283HP AUT,AUT,9.29
2011,LWB 4PTS 4.2L 8CIL 372HP TIPTRONICFSI QUATTRO,TIP,8.1
2011,LX 4PTS 1.5L 4CIL 118HP AUT,AUT,12.05
2011,LX 4PTS 1.5L 4CIL 118HP MAN,MAN,12.02
2011,LX 5PTS 1.5L 4CIL 118HP AUT,AUT,12.1
2011,LX 5PTS 1.5L 4CIL 118HP MAN,M5,11.79
2011,LX 5PTS 2.4L 4CIL 175HP AUT,AUT,8.88
2011,LX 5PTS 3.5L 6CIL 250HP AUT,AUT,7.19
2011,LX SEDAN 4PTS 2.4L 4CIL 178HP AUT,AUT,10.13
2011,LX SEDAN 4PTS 3.5L 6CIL 271HP AUT,AUT,9.21
2011,M 5PTS 4.4L 8CIL 555HP AUT STEPTRONIC BITURBO,AUT,11.44
2011,MAX 4PTS 5.4L 8CIL 300HP AUT,AUT,5.77
2011,MKVI 4PTS 2.0L 4CIL 140HP DSG TDI,DSG,13.93
2011,MKVI 4PTS 2.0L 4CIL 140HP MAN TDI,M6,13.93
2011,MKVI 4PTS 2.0L 4CIL 200HP TFSI MAN,M6,11.45
2011,MKVI 4PTS 2.5L 5CIL 170HP AUT,DSG,9.27
2011,MKVI 4PTS 2.5L 5CIL 170HP MAN,M5,10.76
2011,PASAJEROS 3PTS 2.0L 4CIL 102HP MAN TURBODIESEL,MAN,10.45
2011,PASAJEROS 4PTS 2.5L 4CIL 144HP MAN,M5,6.35
2011,PASAJEROS CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN,M6,10.04
2011,PASAJEROS LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN,M6,10.04
2011,PASSENGER VAN 3PTS 5.3L 8CIL 301HP AUT,AUT,5.9
2011,PLATINUM AWD 5PTS 6.2L 8CIL 403HP AUT,AUT,5.82
2011,PORTAFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT,AUT,5.32
2011,PREMIUM LUXURY LWB 4PTS 5.0L 8CIL 380HP AUT,AUT,5.69
2011,R 4PTS 5.0L 8CIL 510HP AUT,AUT,5.28
2011,R 4PTS 6.8L 8CIL 450HP TIP DOBLE TURBO,TIP,4.39
2011,R/T 2PTS 5.7L 8CIL 372HP AUT,AUT,7.67
2011,R/T 4PTS 5.7L 8CIL 370HP AUT,AUT,7.67
2011,R/T 5PTS 3.6L 6CIL 283HP AUT,AUT,7.34
2011,RL 4PTS 6.8L 8CIL 450HP TIP DOBLE TURBO,TIP,4.39
2011,ROADSTER 2PTS 2.0L 4CIL 211HP S TRONIC TURBO,S TRONIC,10.09
2011,ROADSTER 2PTS 2.0L 4CIL 272HP S TRONIC TURBO,S TRONIC,9.35
2011,RS 3PTS 2.5L 5CIL 304HP MAN,M6,11.45
2011,RWD CHASIS 4PTS 2.4L 4CIL 114HP MAN DIESEL,MAN,8.76
2011,RWD COUPÉ 2PTS 6.2L 8CIL 556HP AUT,AUT,5.89
2011,RWD SEDAN 4PTS 6.2L 8CIL 556HP AUT,AUT,5.89
2011,S 2PTS 3.4L 6CIL 303HP MAN,MAN,8.62
2011,S 2PTS 3.4L 6CIL 303HP PDK,PDK,8.57
2011,S 2PTS 3.4L 6CIL 310HP MAN,MAN,8.62
2011,S 2PTS 3.4L 6CIL 310HP PDK,PDK,8.57
2011,S 5PTS 4.8L 8CIL 400HP PDK,PDK,7.02
2011,S 6PTS 4.8L 8CIL 400HP TIP,TIP,4.71
2011,S HIBRIDA 5PTS 3.0L 6CIL 333HP TIP,TIP,8.32
2011,S8 4PTS 5.7L 8CIL 340HP AUT,AUT,6.54
2011,SC 2PTS 5.0L 8CIL 510HP AUT,AUT,5.26
2011,sDRIVE 23i 2PTS 2.5L 6CIL 204HP MAN,MAN,8.18
2011,sDRIVE 23iA 2PTS 2.5L 6CIL 204HP AUT,AUT,8.45
2011,sDRIVE 35i 2PTS 3.0L 6CIL 306HP MAN TURBO,MAN,7.77
2011,sDRIVE 35iA 2PTS 3.0L 6CIL 306HP AUT TURBO,AUT,8.13
2011,SE 4PTS 3.5L 6CIL 270HP CVT,CVT,9.53
2011,SECURITY 4PTS 4.2L 8CIL 350HP TIPTRONIC QUATTRO,TIP,6.98
2011,SEDAN 4PTS 1.4L 4CIL 75HP MAN,MAN,10.69
2011,SEDAN 4PTS 1.6L 4CIL 101HP MAN,MAN,12.61
2011,SEDAN 4PTS 1.6L 4CIL 110HP AUT,AUT,9.31
2011,SEDAN 4PTS 1.6L 4CIL 110HP MAN,MAN,10.28
2011,SEDAN 4PTS 1.6L 4CIL 119HP MAN,M5,12.55
2011,SEDAN 4PTS 1.6L 4CIL 120HP AUT,AUT,12.74
2011,SEDAN 4PTS 1.8L 4CIL 125HP AUT,AUT,11.2
2011,SEDAN 4PTS 1.8L 4CIL 125HP MAN,MAN,11.04
2011,SEDAN 4PTS 2.0L 4CIL 140HP MAN,MAN,10.65
2011,SEDAN 4PTS 2.0L 4CIL 140HP TIP,TIP,10.65
2011,SEDAN 4PTS 2.0L 4CIL 148HP AUT,AUT,11.63
2011,SEDAN 4PTS 2.0L 4CIL 148HP MAN,M5,12.01
2011,SEDAN 4PTS 2.0L 4CIL 150HP CVT,CVT,10.6
2011,SEDAN 4PTS 2.0L 4CIL 150HP MAN,MAN,10.6
2011,SEDAN 4PTS 2.5L 4CIL 167HP AUT,AUT,10.42
2011,SEDAN 4PTS 2.5L 4CIL 167HP MAN,M5,10
2011,SEDAN 4PTS 2.5L 6CIL 218HP AUT STRONIC,AUT,8.42
2011,SEDAN 4PTS 2.5L 6CIL 218HP MAN,MAN,8.95
2011,SEDAN 4PTS 3.0L 6CIL 306HP AUT STRONIC TURBO,AUT,8.61
2011,SEDAN 4PTS 4.0 8CIL 420HP DKG,DKG,6.91
2011,SEDAN 4PTS 4.0 8CIL 420HP MAN,MAN,6.3
2011,SEDAN 4PTS 5.0L 10CIL 580HP TIPTRONIC TURBO FSI QUATTRO,TIP,5.6
2011,SEDAN EX 4PTS 1.8L 4CIL 140HP AUT,AUT,11.49
2011,SEDAN EX 4PTS 1.8L 4CIL 140HP MAN,M5,11.84
2011,SEDAN LX 4PTS 1.8L 4CIL 140HP AUT,AUT,11.49
2011,SEDAN LX 4PTS 1.8L 4CIL 140HP MAN,M5,11.84
2011,SEDAN Si 4PTS 2.0L 4CIL 197HP MAN,M6,9.29
2011,SE-R 4PTS 2.5L 4CIL 200HP MAN,MAN,8.52
2011,SHAWD 4WD 3.7L 6CIL 305HP AUT,AUT,7.86
2011,SHELBY GT 500 2PTS 5.4L 8CIL 550HP MAN,M6,7.16
2011,SPORT 4X4 5PTS 3.5L 6CIL 197HP AUT,AUT,7.53
2011,SPORT 5PTS 3.7L 6CIL 305HP AUT,AUT,8.81
2011,SPORT HSE 4PTS 5.0L 8CIL 375HP AUT,AUT,5.68
2011,SPORT SUPERCARGADA 4PTS 5.0L 8CIL 506HP AUT,AUT,5.51
2011,SPORTBACK 4PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO,S TRONIC,10.29
2011,SPORTBACK 4PTS 3.2L 6CIL 265HP S TRONIC FSI QUATTRO,S TRONIC,7.38
2011,SPORTBACK 5PTS 1.4L 4CIL 125HP MAN TURBO FSI,MAN,12.98
2011,SPORTBACK 5PTS 1.4L 4CIL 125HP S TRONIC TURBO FSI,S TRONIC,12.63
2011,SPORTBACK 5PTS 1.8L 4CIL 160HP S TRONIC TURBO FSI,S TRONIC,12.38
2011,SPORTBACK 5PTS 2.0L 4CIL 200HP S TRONIC TURBO FSI,S TRONIC,11.03
2011,SPORTBACK 5PTS 2.0L 4CIL 200HP S TRONIC TURBO FSI QUATTRO,S TRONIC,11.03
2011,SPORTWAGEN 4PTS 2.0L 4CIL 140HP DSG TDI,DSG,13.93
2011,SPORTWAGEN 4PTS 2.0L 4CIL 140HP MAN TDI,M6,13.93
2011,SPORTWAGEN 4PTS 2.5L 5CIL 170HP DSG,DSG,9.28
2011,SPORTWAGEN 4PTS 2.5L 5CIL 170HP MAN,M5,10.76
2011,SPYDER 2PTS 3.4L 6CIL 320HP MAN,MAN,8.62
2011,SPYDER 2PTS 3.4L 6CIL 320HP PDK,PDK,8.57
2011,SPYDER 2PTS 5.2L 10CIL 525HP MAN QUATTRO,MAN,5.19
2011,SPYDER 2PTS 5.2L 10CIL 560HP MAN,MAN,5.61
2011,SRT-8 2PTS 6.4L 8CIL 470HP AUT,AUT,6.65
2011,ST 3PTS 2.5L 5CIL 225HP MAN,M6,11.29
2011,SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT,AUT,5.32
2011,SUPERCARGADA 4PTS 5.0L 8CIL 506HP AUT,AUT,5.22
2011,SUPERSPORTS 2PTS 6.0L 12CIL 630HP TIP DOBLE TURBO QUATTRO,TIP,5.36
2011,SXT 4PTS 2.4L 4CIL 173HP AUT,AUT,9.67
2011,SXT 5PTS 3.6L 6CIL 283HP AUT,AUT,7.34
2011,SXT SPORT 4PTS 2.4L 4CIL 173HP AUT,AUT,9.67
2011,T 4PTS 6.8L 8CIL 500HP TIP DOBLE TURBO,TIP,4.39
2011,TOLDO ALTO 5PTS 2.5L 4CIL 144HP MAN,M5,6.35
2011,TOLDO ALTO 5PTS DIESEL 3.0L 4CIL 129HP MAN,M5,7.03
2011,TOLDO ESTÁNDAR 5PTS 2.5L 4CIL 144HP MAN,M5,6.35
2011,TOLDO ESTÁNDAR DIESEL 5PTS 3.0L 4CIL 129HP MAN,M5,7.03
2011,TOURING 5PTS 3.5L 6CIL 250HP AUT,AUT,7.28
2011,TREKKING 5PTS 1.8L 4CIL 107HP MAN,M5,10.17
2011,TURBO 3PTS 1.6L 4CIL 100HP MAN,MAN,10.8
2011,TURBO 4PTS 2.0L 4CIL 143HP MAN,MAN,9.84
2011,TURBO 4PTS 2.0L 4CIL 200HP AUT,AUT,9.19
2011,TURBO 4PTS 2.0L 4CIL 200HP MAN,MAN,9.35
2011,TURBO 4PTS 3.0L 6CIL 304HP AUT,AUT,7.64
2011,TURBO 4S 5PTS 4.8L 500HP PDK,PDK,6.31
2011,TURBO AWD 5PTS 2.5L 5CIL 208HP AUT,AUT,6.71
2011,TURBO CABRIOLET 2PTS 3.8L 6CIL 500HP MAN,MAN,6.79
2011,TURBO CABRIOLET 2PTS 3.8L 6CIL 500HP PDK QUATTRO,PDK,6.84
2011,TURBO CABRIOLET 2PTS 3.8L 6CIL 530HP PDK QUATTRO,PDK,6.84
2011,TURBO COUPÉ 2PTS 3.8L 6CIL 500HP MAN,MAN,6.79
2011,TURBO COUPÉ 2PTS 3.8L 6CIL 500HP PDK QUATTRO,PDK,6.84
2011,TURBO COUPÉ 2PTS 3.8L 6CIL 530HP PDK QUATTRO,PDK,6.84
2011,TURBO FWD 5PTS 2.0L 4CIL 200HP AUT,AUT,9.06
2011,TURBO S 5PTS 4.8L 8CIL 500HP TIP,TIP,4.38
2011,TURBO S 5PTS 4.8L 8CIL 550HP TIP,TIP,4.38
2011,V6 5PTS 3.6L 6CIL 300HP TIP,TIP,5.17
2011,VAN (CARGA) 5PTS 2.5L 4CIL 99HP MAN,M5,7.88
2011,VAN 4PTS 2.7L 4CIL 149HP MAN,MAN,6.68
2011,VAN CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN,M6,10.04
2011,VAN LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN,M6,10.04
2011,WAGON (PASAJEROS) 5PTS 2.5L 4CIL 99HP MAN,M5,7.97
2011,xDRIVE 25iA 5PTS 3.0L 6CIL 218HP AUT STEPTRONIC,AUT,7.89
2011,xDRIVE 28iA 5PTS 3.0L 6CIL 258HP AUT STEPTRONIC,AUT,16.26
2011,xDRIVE 35iA 5PTS 3.0L 6CIL 306HP AUT STEPTRONIC,AUT,16.72
2011,xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,AUT,7.8
2011,xDRIVE 50iA 5PTS 4.4L 8CIL 407HP AUT STEPTRONIC,AUT,6.29
2011,xDRIVE 50iA 5PTS 4.4L 8CIL 407HP AUT TURBO,AUT,6.29
2011,xDRIVE 50iA SECURITY 5PTS 4.4L 8CIL 407HP AUT STEPTRONIC,AUT,5.86
2011,XL 5PTS 1.8L 4CIL 160HP DSG TSI TURBO,DSG,11.43
2011,X-OVER 5PTS 2.0L 4CIL 150HP CVT,CVT,10.6
2011,X-OVER 5PTS 2.0L 4CIL 150HP MAN,MAN,10.6
2011,XR 5PTS 2.4L 4CIL 158HP AUT,AUT,7.62
2011,XR 5PTS 2.4L 4CIL 158HP MAN,MAN,7.62
2011,XRS 4PTS 2.4L 4CIL 158HP AUT,AUT,8.01
2011,XRS 4PTS 2.4L 4CIL 158HP MAN,MAN,8.01
2012,110 5PTS 2.2L 4CIL 122HP MAN DIESEL,MAN,7.29
2012,110 5PTS 2.5L 4CIL 120HP MAN DIESEL,MAN,7.5
2012,2.5 GT AWD 4PTS 2.5L 4CIL 265HP AUT (CVT) TURBO,CVT,7.28
2012,2.5i AWD 4PTS 2.5L 4CIL 170HP AUT (CVT),CVT,8.53
2012,2.5i AWD 5PTS 2.5L 4CIL 170HP AUT (CVT),CVT,10.31
2012,2.5i-S AWD 4PTS 2.5L 4CIL 170HP AUT (CVT),CVT,8.53
2012,2/4PTS 6.2L 8CIL 556HP AUT,AUT,5.89
2012,2PTS 1.2L 4CIL 104HP MAN TURBO,MAN,13.38
2012,2PTS 2.0L 4CIL 158HP AUT,AUT,9.91
2012,2PTS 2.0L 4CIL 200HP DSG TURBO,DSG,10.96
2012,2PTS 2.0L 4CIL 200HP MAN TURBO,MAN,10.69
2012,2PTS 2.5L 5CIL 170HP MAN,MAN,10.01
2012,2PTS 2.5L 5CIL 170HP TIP,TIP,9.92
2012,2PTS 2.5L 5CIL 230HP AUT,AUT,7.64
2012,2PTS 2.9L 6CIL 255HP MAN,MAN,9.21
2012,2PTS 2.9L 6CIL 255HP PDK,PDK,8.77
2012,2PTS 2.9L 6CIL 265HP MAN,MAN,9.21
2012,2PTS 2.9L 6CIL 265HP PDK,PDK,8.77
2012,2PTS 3.7L 6CIL 305HP AUT,AUT,7.65
2012,2PTS 3.7L 6CIL 305HP MAN,MAN,10.2
2012,2PTS 3.7L 6CIL 329HP AUT,AUT,6.7
2012,2PTS 3.7L 6CIL 329HP MAN,MAN,6.7
2012,2PTS 3.8L 6CIL 260HP MAN,AUT,7.56
2012,2PTS 5.0L 8CIL 412HP AUT,AUT,7.12
2012,2PTS 5.0L 8CIL 412HP MAN,MAN,7.12
2012,2PTS 5.5L 12CIL 510HP AUT TURBO,AUT,5.58
2012,2PTS 6.5L 12CIL 700HP AUT,AUT,4.56
2012,2WD 4PTS 3.5L 6CIL 280HP AUT,AUT,8.05
2012,2WD 5PTS 2.4L 4CIL 164HP AUT,AUT,9.38
2012,2WD 5PTS 3.5L 6CIL 270HP AUT,AUT,6.49
2012,2WD 5PTS 3.5L 6CIL 290HP AUT,AUT,8.38
2012,2WD 5PTS 4.6L 8CIL 310HP AUT,AUT,6.14
2012,2WD 5PTS 5.7L 8CIL 381HP AUT,AUT,5.83
2012,3.6R AWD 5PTS 3.6L 6CIL 256HP AUT (CVT),CVT,8.34
2012,3/5PTS 1.4L 4CIL 105HP MAN,MAN,13.16
2012,3/5PTS 1.4L 4CIL 135HP MAN,MAN,13.16
2012,3/5PTS 1.4L 4CIL 150HP DSG TURBO,DSG,13.39
2012,3/5PTS 1.6L 4CIL 105HP DSG,DSG,11.85
2012,3/5PTS 1.6L 4CIL 170HP AUT TURBO,AUT,13.37
2012,3/5PTS 1.6L 4CIL 170HP MAN TURBO,MAN,12.97
2012,3/5PTS 2.0L 4CIL 115HP MAN,MAN,11.55
2012,3PTS 1.4L 4CIL 100HP AUT,AUT,12.84
2012,3PTS 1.4L 4CIL 122HP MAN FRONT FSI TURBO,MAN,14.14
2012,3PTS 1.4L 4CIL 125HP MAN FRONT FSI TURBO,MAN,12.98
2012,3PTS 1.4L 4CIL 125HP S TRONIC FRONT FSI TURBO,S TRONIC,12.63
2012,3PTS 1.4L 4CIL 185HP S TRONIC FRONT FSI TURBO,S TRONIC,13.39
2012,3PTS 1.4L 4CIL 90HP MAN,MAN,12.05
2012,3PTS 1.4L 4CIL122HP S TRONIC FRONT FSI TURBO,S TRONIC,14.14
2012,3PTS 1.6L 4CIL 100HP MAN,MAN,10.81
2012,3PTS 1.6L 4CIL 122HP AUT,AUT,11.67
2012,3PTS 1.6L 4CIL 122HP MAN,MAN,13.81
2012,3PTS 1.6L 4CIL 184HP AUT TURBO,AUT,11.54
2012,3PTS 1.6L 4CIL 184HP MAN TURBO,MAN,13.01
2012,3PTS 1.8L 4CIL 160HP STRONIC FRONT FSI TURBO,S TRONIC,12.38
2012,3PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,S TRONIC,11.03
2012,3PTS 2.5L 5CIL 227HP AUT TURBO,AUT,7.95
2012,3PTS 2.5L 5CIL 227HP MAN TURBO,MAN,8.66
2012,4 4X4 5PTS 3.6L 6CIL 300HP PDK,PDK,6.87
2012,4/5PTS 2.2L 4CIL 150HP MAN TURBO DIESEL,MAN,10.13
2012,4PTS 1.4L 4CIL 108HP MAN,MAN,13.52
2012,4PTS 1.6L 4CIL 103HP AUT,AUT,11.83
2012,4PTS 1.6L 4CIL 103HP MAN,MAN,12.7
2012,4PTS 1.6L 4CIL 124HP AUT,AUT,13.9
2012,4PTS 1.8L 4CIL 132HP AUT,AUT,9.61
2012,4PTS 1.8L 4CIL 132HP MAN,MAN,9.61
2012,4PTS 1.8L 4CIL 138HP AUT,AUT,9.99
2012,4PTS 1.8L 4CIL 138HP MAN,MAN,10.81
2012,4PTS 1.8L 4CIL 160HP MAN FRONT FSI TURBO,MAN,10.88
2012,4PTS 1.8L 4CIL 160HP MULTITRONIC FRONT FSI TURBO,MULTITRONIC,10.9
2012,4PTS 2.0L 4CIL 115HP MAN,MAN,10.64
2012,4PTS 2.0L 4CIL 115HP TIP,AUT,10.97
2012,4PTS 2.0L 4CIL 140HP CVT Xtronic,CVT,11.85
2012,4PTS 2.0L 4CIL 140HP MAN,MAN,11.4
2012,4PTS 2.0L 4CIL 145HP AUT,AUT,9.84
2012,4PTS 2.0L 4CIL 145HP MAN,MAN,9.84
2012,4PTS 2.0L 4CIL 152HP CVT,CVT,10.14
2012,4PTS 2.0L 4CIL 152HP MAN,MAN,10.75
2012,4PTS 2.0L 4CIL 180HP MULTITRONIC FRONT FSI TURBO,MULTITRONIC,9.55
2012,4PTS 2.0L 4CIL 200HP TIP FSI TURBO,MAN,9.88
2012,4PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO,MULTITRONIC,10.29
2012,4PTS 2.4L 4CIL 170HP AUT,AUT,10.72
2012,4PTS 2.4L 4CIL 172HP AUT,AUT,9.54
2012,4PTS 2.4L 4CIL 185HP MAN,MAN,10.53
2012,4PTS 2.4L 4CIL 204HP AUT,AUT,11.34
2012,4PTS 2.5L 4CIL 175HP AUT,AUT,10.51
2012,4PTS 2.5L 4CIL 175HP CVT,CVT,11.22
2012,4PTS 2.5L 4CIL 178HP AUT,AUT,11.67
2012,4PTS 2.5L 5CIL 170HP TIP,TIP,9.68
2012,4PTS 2.5L 5CIL 227HP AUT TURBO,AUT,8.99
2012,4PTS 3.0L 6CIL 235HP AUT,AUT,8.37
2012,4PTS 3.0L 6CIL 240HP AUT,AUT,8.86
2012,4PTS 3.0L 6CIL 270HP AUT DIESEL,AUT,5.5
2012,4PTS 3.0L 6CIL 304HP AUT TURBO,AUT,7.64
2012,4PTS 3.2L 6CIL 230HP AUT,AUT,6.01
2012,4PTS 3.5L 6CIL 237HP AUT,AUT,7.55
2012,4PTS 3.5L 6CIL 263HP AUT,AUT,17.4
2012,4PTS 3.5L 6CIL 268HP AUT,AUT,10.14
2012,4PTS 3.5L 6CIL 280HP AUT,AUT,9.97
2012,4PTS 3.5L 6CIL 290HP CVT,CVT,9.1
2012,4PTS 3.5L 6CIL 355HP AUT,AUT,7.25
2012,4PTS 3.6 6CIL 292HP AUT,AUT,7.32
2012,4PTS 3.6L 6CIL 252HP AUT,AUT,8.32
2012,4PTS 3.6L 6CIL 280HP TIP,TIP,8.92
2012,4PTS 3.6L 6CIL 283HP AUT,AUT,17.14
2012,4PTS 3.6L 6CIL 318HP AUT,AUT,8.53
2012,4PTS 5.0L 8CIL 375HP AUT,AUT,5.5
2012,4PTS 5.0L 8CIL 385HP AUT,AUT,6.71
2012,4PTS 5.0L 8CIL 416HP AUT,AUT,8.33
2012,4PTS 6.7L 12CIL 453HP AUT,AUT,10.43
2012,4PTS 6.8L 8CIL 505HP TIP DOBLE TURBO QUATTRO,TIP,5.08
2012,4S 4X4 4.8L 8CIL 550HP PDK TURBO,PDK,6.31
2012,4S 5PTS 4.8L 8CIL 400HP PDK,PDK,6.86
2012,4WD 4PTS 3.7L 6CIL 303HP AUT,AUT,8.08
2012,4WD 5PTS 2.3L 4CIL 240HP AUT TURBO,AUT,7.92
2012,4WD 5PTS 2.4L 4CIL 164HP AUT,AUT,8.52
2012,4WD 5PTS 3.5L 6CIL 270HP AUT,AUT,6.13
2012,4WD 5PTS 3.5L 6CIL 271HP AUT,AUT,8.26
2012,4WD 5PTS 3.5L 6CIL 290HP AUT,AUT,7.84
2012,4WD 5PTS 3.5L 6CIL 303HP AUT,AUT,7.43
